Key,noTrim,profile,type,en-us,en-us-sfw
entercityBAD6,,,map,"Bruno: ...Yes, I suppose she could also be cremated but I feel like you are missing the point here, boss.",
entercityBAD7,,,map,"Bruno: Yes, yes, there are many ways to dispose of a dead body, boss. That's not what is important right now.",
entercityBAD8,,,map,"Bruno: Boss... BOSS... Boss I'm hanging up now. Boss-- ah, screw it.","Bruno: Boss... BOSS... Boss I'm hanging up now. Boss-- ah, forget it."
entercityBAD9,,,map,*click*,
kindLady0,,oldlady,map,"Old Lady: Oh, hello, dearie! Looks like you're not too afraid of these bad men either, are you?",
kindLady1,,oldlady,map,"Old Lady: Me? They may be criminals, but even they aren't going to bother an old lady like me.",
kindLady2,,oldlady,map,"Old Lady: As long as I keep to myself, feeding the birds and not insulting them too much, they leave me alone.",
kindLady3,,oldlady,map,Old Lady: But I have run into a bit of a snag there... I'm out of birdseed!,
kindLady4,,oldlady,map,"Old Lady: Normally I'd just go buy more, but with these mobsters here nobody is delivering any shipments to the stores!",
kindLady5,,oldlady,map,"Old Lady: So if you could find some food to feed these birds, I'd be ever so grateful!",
kindLadyX,,oldlady,map,"Old Lady: If you have any food for birds, I'd be ever so grateful if you could share some with me!",
kindLadyQ,,oldlady,map,Old Lady: Do you have any bird food for me?,
lady.fodder,,,map,Give Fodder.,
lady.corn,,,map,Give Corn.,
lady.rice,,,map,Give Rice.,
lady.goodfood,,,map,Give Delicious Food.,
kindLadyNorm0,,oldlady,map,"Old Lady: Oh, oh! This is perfect! Thank you very much, dearie!",
kindLadyNorm1,,oldlady,map,"Old Lady: I know it's not much, but I can't let this good deed go unrewarded!",
kindLadyNorm2,,oldlady,map,"Old Lady: Now, now, don't give me that! I'm rewarding you, whether you like it or not!",
kindLadyNorm3,,,map,"She gave me 10,000G and 20 Asparagus Seeds.",
kindLadyThanks,,oldlady,map,"Old Lady: Thank you again for the food, dearie. The birds are much happier now!",
kindLadyGood0,,oldlady,map,Old Lady: Oh dearie dearie me! This is some very fancy animal food! Are you sure you're okay with giving it to me?,
kindLadyGood1,,oldlady,map,"Old Lady: Well, thank you VERY much, dear! If the birds could talk, they'd be thanking you, too!",
kindLadyGood2,,oldlady,map,"Old Lady: But I can't accept such a wonderful gift without rewarding you, too! Please, take this! No, no, I insist!",
kindLadyGood3,,,map,"She gave me 20,000G and 6 Funny Mushroom Seeds.","She gave me 20,000G and 6 Unhealthy Mushroom Seeds."
wildmobsty0,,,map,"Mobster: Mamma mia, it's the farmer! Come on boys! Let's get 'er!!!",
wildmobsty1,,,map,Mobster: It's the girl!!,
wildmobsty2,,,map,"Mobster: Hey, I'm walkin' here!",
wildmobsty3,,,map,"Mobster: Oh man, the boss will give me a very nice calzone if I tell 'im I took YOU down!",
wildmobsty4,,,map,"Mobster: Hi, I'm Canadian so I don't really have the accent you'd expect me to have as a mafia-type. Sorrey.",
wildmobsty5,,,map,Mobster: You're goin' down!!,
wildmobsty6,,,map,Mobster: The cars! The cannolis!,
SignPawn,,,map,Las Abejas Pawn Shop,
mobBoss0,,vagante,map,"???: I says many things, but one more thing I will say is this: you got guts, lady.",
mobBoss1,,vagante,map,"???: Guts in the literal sense of course, as I have little reason to believe you's a robot or somethin'...",
mobBoss2,,vagante,map,???: But what I really meant was more in the metaphorical sense of having guts. You got balls.,???: But what I really meant was more in the metaphorical sense of having guts. You got bravery.
mobBoss3,,vagante,map,"???: Again, I'm not trying to imply anything about literal testicles that you may or may not have.","???: Of course, bravery is an abstract concept and not something one can physically ""have."""
mobBoss4,,vagante,map,"???: I am speaking of metaphorical balls. What I means is, you are brave for coming here.",???: I means it in the sense that it is a personality trait you exhibit. You's is brave for coming here.
mobBoss5,,vagante,map,???: Not many would come here. Most would not be brave enough to risk doing so...,
mobBoss6,,vagante,map,"???: And the few who are would've been killed before they got here, anyway.",
mobBoss7,,vagante,map,???: Guts and or balls and or chutzpah and or bold. That is what you are.,???: Guts and or nerve and or chutzpah and or bold. That is what you are.
mobBoss8,,vagante,map,"???: Again, not literally. Literally, you are a farmer. A farmer I have been hired to find.",
mobBoss9,,vagante,map,???: I am Don Vagante. A man by the name of Beckett wants you dead.,
mobBoss10,,vagante,map,Vagante: That is to say that he wants you to become dead through actions carried out by me that would cause your death.,
mobBoss11,,vagante,map,"Vagante: And by making you dead, what he wants becomes what he has, and then what I want becomes what I have.",
mobBoss12,,vagante,map,"Vagante: This is because, in exchange for making you dead, he will give me large amounts of dollar money.",
mobBoss13,,vagante,map,Vagante: I know not what you want - perhaps to survive this encounter - but I can guarantee you one thing.,
mobBoss14,,vagante,map,"Vagante: There are many people with many wants in this world. Of which, I can speak certainly of three of them.",
mobBoss15,,vagante,map,"Vagante: Two people are about to get a thing they want, and one person is about to get dead.",
beatMob0,,vagante,map,"Vagante: Mannaggia... who the hell are you, lady??","Vagante: Mamma mia... who the heck are you, lady??"
beatMob1,,vagante,map,Vagante: Those rich kids up north are NOT paying us enough for this.,
beatMob2,,vagante,map,"Vagante: If word gets out that I, Don Vagante, head of the Las Abejas County Mafia Reenactment Family, lost to you...",
beatMob3,,vagante,map,"Vagante: What? You thought we were a real mob? Please, lady, you really thought you just beat the head of a REAL mafia?",
beatMob4,,vagante,map,Vagante: Now I'm not sure if you're really tough or just really really gullible.,
beatMob5,,vagante,map,"Vagante: ...What do you mean, ""why would a historical reenactment group try to kill someone?""",
beatMob6,,vagante,map,"Vagante: We may be a fake mob, but the money those nerds were offering us was real!",
beatMob7,,vagante,map,Vagante: Do you know how hard it is to get funding for something like this? After the mayor cut the arts budget last year??,
beatMob8,,vagante,map,"Vagante: But I'll tell ya what, lady. We'll clear out of here and leave you and this rinky dink part of the city alone.",
beatMob9,,vagante,map,"Vagante: In exchange, you don't tell nobody here that we're not a real mob, and don't leak this to the press up north.",
beatMob10,,vagante,map,"Vagante: Capisce? Capisce. Alright, boys! Let's scram!",
beatMob11,,,map,"All of the ""mobsters"" quickly flee the area.",
mobBack1,,vagante,map,"Vagante: Back again, are you? Accept your fate!",
catmail,,,shop,Catalina: *sigh*,
catmail0,,,shop,"Catalina: I had to move out of my old apartment up north because it was getting too expensive. On one hand, it sucks, but on the other hand, my neighbors were all assholes.","Catalina: I had to move out of my old apartment up north because it was getting too expensive. On one hand, it's a pain, but on the other hand, my neighbors were all jerks."
catmail1,,,shop,"Catalina: Oh hey! You brought me my mail! Thank you very much! Just for that, I'm gonna open up my RARE BEE COLLECTION for sale, just for you!",
poopBag,,,map,"""Please pick up after your pet and help keep our park clean, JERRY.""",
s.skumpO,,,shop,"Skumpy: Hello again, farmer!",
s.skumpL,,,shop,Skumpy: Until next time!,
s.skumpN,,,shop,"Skumpy: Sorry, but you don't have enough money.",
s.skumpP,,,shop,Skumpy: Sleep well!,
s.skumpA,,,shop,Skumpy: Good morning! I hope you had a good sleep!,
s.skumpT,,,shop,"Skumpy: So many people ask ""who is Skumpy?"" but nobody ever asks ""WHY is Skumpy?"" ...Actually, that's not true. People usually just ask ""what kind of name is Skumpy?""",
s.manO,,,shop,"Guy Manson: hey there! hey! hi! regular shopkeeper here! yes! hello! buy some products, won't you? yes? buy?",
s.manL,,,shop,Guy Manson: come back soon! bye! bring more money!,
s.manN,,,shop,Guy Manson: this isn't enough money! no! not enough! come back with more! more money! to buy this!,
s.manP,,,shop,"Guy Manson: thank you for your purchase! this money will be used to pay for bills! and taxes! and cheese! but mostly taxes! the government, am i right?",
s.seedsO,,,shop,"Sharon: Hey there, sunshine! Welcome to the Seed Shack! Check out my amazing selection!",
s.seedsL,,,shop,"Sharon: See ya later, sweetheart!",
s.seedsN,,,shop,"Sharon: Sorry, but this is not enough money!",
s.seedsP,,,shop,"Sharon: Pleasure doin' business with ya, sunshine!",
s.catO,,,shop,Catalina: Hello! Welcome to my Fixture Shop!,
s.catL,,,shop,Catalina: Thanks for stopping by!,
s.catN,,,shop,"Catalina: You need more money for this, sorry!",
s.catP,,,shop,Catalina: Thank you for your purchase!,
s.catT,,,shop,"Catalina: It may not be as fancy down here as it is up north, but the community here is so much nicer. Aside from the mafia, of course.",
s.pawnO,,,shop,"Gabi: Hello... welcome to the pawn shop, where we sell pawned items.",
s.pawnL,,,shop,Gabi: Thanks for stopping by.,
s.pawnN,,,shop,"Gabi: This isn't enough money, sorry.",
s.pawnP,,,shop,Gabi: Thanks.,
s.pawnT,,,shop,Gabi: I suppose there's a lesson to be learned here... read more than just the name of a job opening before applying.,
s.tierraO,,,shop,"Tierra: Hi hi hi! Welcome! Please, buy my things! I worked very hard on them!",
s.tierraL,,,shop,"Tierra: See you later, alligator!",
s.tierraN,,,shop,Tierra: Nope! That's not enough money! My creations are worth way more than that!,
s.tierraP,,,shop,Tierra: Thank you for your patronage!,
s.tierraT,,,shop,Tierra: Technology is great! It's so fun to create things!,
s.chO,,,shop,"Father Iglecias: Welcome, my child.",
s.chL,,,shop,Father Iglecias: May God be with you.,
s.chN,,,shop,"Father Iglecias: I'm sorry, but I'd ask that you offer me a bit more if you wish to purchase this.",
s.chP,,,shop,Father Iglecias: God bless you.,
s.chT,,,shop,"Father Iglecias: I've been trying to appeal to the youth recently, to get them more involved in the Church. Do you know what a ""memes"" is?",
capo0,,capo,map,???: La mia pasta... non ha salsa...,
capo1,,capo,map,Capo Mangia: Mi chiamo Capo Mangia. Ho bisogno di salsa di pomodoro. Marinara.,
capo2,,capo,map,Capo Mangia: You can cook me the sauce for pasta?,
capoYes,,,choice,I can make you some pasta sauce.,
capoNo,,,choice,"Uh, no... parlo... italiano.",
capoReject,,capo,map,Capo Mangia: Why you do hurt me?,
capoAccept,,capo,map,"Capo Mangia: Perfetto! Ricorda: una buona salsa ha pomodori, aglio, funghi e carote!",
capoNoSauce,,capo,map,Capo Mangia: No sauce? I weep.,
capoWrongSauce,,capo,map,"Capo Mangia: Questa non e salsa di pomodoro, questa e salsa spazzatura! Bad sauce! No good! Try again!",
capoGoodSauce1,,capo,map,"Capo Mangia: This sauce... delizioso! Grazie, signora. Prendi queste Farm Fixtures.",
capoGoodSauce2,,,map,I got some farm fixtures. I can see what they are by checking my inventory.,
capoComplete,,capo,map,Capo Mangia: Mamma mia... spaghetti!,
*,,,,Area 8: North City,
s.fnO,,,shop,"Lynn: Oh, uh, welcome. Let me know if you need anything.",
s.fnL,,,shop,Lynn doesn't look up from her laptop.,
s.fnN,,,shop,Lynn: I don't have time for this. Either have enough money or leave!,
s.fnP,,,shop,"Lynn: Great thanks, here's your stuff.",
s.hotelO,,,shop,"Benedict: Oh, hello... welcome.",
s.hotelL,,,shop,"Benedict: Will that be all, ma'am?",
s.hotelN,,,shop,"Benedict: I'm sorry, madame, but here in the city we expect to receive MONEY in exchange for goods and services.",
s.hotelP,,,shop,Benedict: Wonderful. Please enjoy your stay.,
s.hotelA,,,shop,Benedict: I hope you had a lovely rest. Now please enjoy a complimentary mint and hotel bill.,
s.gordO,,,shop,"Gordon: Welcome, welcome! Please help yourself to our amazing deals!",
s.gordL,,,shop,Gordon: Are you sure you don't want to buy anything else? It's cheap!,
s.gordN,,,shop,"Gordon: My prices may be low, but they aren't THAT low! ..yet.",
s.gordP,,,shop,Gordon: Thank you! Thank you for your purchase! Please stop by again!,
s.gordT,,,shop,"Gordon: Business has been rough ever since all these new places opened up. I'm still not entirely sure I know what kombucha is, but all of these newcomers seem to be slurpin' it down when they judge my store for not having an app!",
s.epicO,,,shop,"Sheldor: Oh, h-hi. The STOREKEEPER 9000 is having some technical difficulties right now, so, um, uh... please don't buy anything too confusing? \n \n STOREKEEPER 9000: are you ready for EPIC? epic. epic. epic. epic. ERROR.",
s.epicL,,,shop,STOREKEEPER 9000: ThANK YOU FOR COMING please THANK YOU FOR YOUR PURCHASE that will be fifty--FIFTY.... SIXTY NI-FIFTY dollars. Please insert WELCOME TO THE TECH SUPPLIES STORE! \n \n Sheldor: O-oh no...,STOREKEEPER 9000: ThANK YOU FOR COMING please THANK YOU FOR YOUR PURCHASE that will be fifty--FIFTY.... TWENTY NI-FIFTY dollars. Please insert WELCOME TO THE TECH SUPPLIES STORE! \n \n Marty: O-oh no...
s.epicN,,,shop,STOREKEEPER 9000: Thank you for your pur- ERROR. INSUFFICIENT MONEY. PLEASE RECTIFY SITUATION BY BEING LESS POOR. Now shutting down. \n \n Sheldor: Oh dear. That's not right at all.,
s.epicP,,,shop,"Sheldor: Um, uh... how does this cash register work... um... here we go. Thank you for your purchase. \n \n STOREKEEPER 9000: OOPSY WOOPSIE. WE MADE A FUCKY WUCKY!!","Marty: Um, uh... how does this cash register work... um... here we go. Thank you for your purchase. \n \n STOREKEEPER 9000: OOPSY WOOPSIE. WE MADE A MISTAKEY WAKEY!!"
s.kyleO,,,shop,"""Epic"" Kyle: If you need some farm expansions done, I know just the guy to call! Me. Call me. For farm expansions. Be-because I can do them.",
s.kyleE,,,shop,"""Epic"" Kyle: Woe be upon us all... your farm is already as big as it can be. There is no more I or anyone else can do for you.",
s.kyleL,,,shop,"""Epic"" Kyle: Until we meet again, I bid you a most epic farewell.",
s.kyleN,,,shop,"""Epic"" Kyle: That isn't enough money... that wasn't very epic of you.",
s.kyleP,,,shop,"""Epic"" Kyle: Thank you! With the power of your money and my skills, your farm is now more epic than ever!",
mushMan0,,pizza,map,"Daveothy: Oh hey, what? Hi.",
mushMan1,,pizza,map,Daveothy: Did you get my Message? Are you here to help me with my pizza?,
mushMan2,,pizza,map,Daveothy: I need some good mushrooms for my pizza. Can you help me out?,
mushMan3,,pizza,map,"Daveothy: I need some good mushrooms for my pizza. If you have any, let me know!",
mushChoice0,,,choice,Give Milk Cap.,
mushChoice1,,,choice,Give Portobello.,
mushChoice2,,,choice,Give Parrot Toadstool.,
mushChoice3,,,choice,Give Poisonous Mushroom.,
mushChoice4,,,choice,Give Funny Mushroom.,Give Unhealthy Mushroom.
mushManNope,,pizza,map,Daveothy: That is unfortunate.,
mushManGive0,,pizza,map,Daveothy: Woah this looks like a tasty treat for me to eat.,
mushManGive1,,pizza,map,"Daveothy homfs down the mushroom without hesitation, seemingly forgetting how pizza works.",
mushManNorm0,,pizza,map,"Daveothy: Hm, that was a tasty little fungus. Hunger sated, bro. Hunger sated.",
